ags,quelle,datenstand,last_update,neuinfizierte_7,neuinfizierte_7_ht,neuinfizierte_7_vglvw_rel,neuinfizierte_7_ht_vglvw_abs,faelle_covid_aktuell,intensiv_betten_gesamt,faelle_covid_aktuell_beatmet,covid_to_intensiv_betten_percent,betten_frei_to_betten_gesamt_percent,ags_parent,hospitalisierte_7_ht_parent,hospitalisierte_7_ht,hospitalisierte_7_ht_nowcasting,hospitalisierte_7_ht_nowcasting_vglvw_rm,vollstaendig_rel,erstimpfung_rel,drittimpfung_rel,viertimpfung_rel,drittimpfung_1,drittimpfung_7,drittimpfung_7_vglvw_rel,drittimpfung_7_ds,erstimpfung_1,erstimpfung_7,erstimpfung_7_vglvw_rel,erstimpfung_7_ds,viertimpfung_1,viertimpfung_7,viertimpfung_7_vglvw_rel,viertimpfung_7_ds,vollstaendig_1,vollstaendig_7,vollstaendig_7_vglvw_rel,vollstaendig_7_ds,nicename,chart_id
10042,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,815,787.66,0.76,-254.18,2,12,0,16.7,8.3,10,11.59,,,,,,,,,,,,,,,,,,,,,,,,Merzig-Wadern,doD0E
10043,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1019,776.84,0.7,-336.2,2,39,0,5.1,30.8,10,11.59,,,,,,,,,,,,,,,,,,,,,,,,Neunkirchen,AhETc
10044,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1713,884.21,0.74,-307.64,4,45,0,8.9,17.8,10,11.59,,,,,,,,,,,,,,,,,,,,,,,,Saarlouis,w0n9e
10045,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1014,715.82,0.67,-346.61,10,171,2,5.8,8.2,10,11.59,,,,,,,,,,,,,,,,,,,,,,,,Saarpfalz-Kreis,BALW2
10046,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,787,910.27,0.69,-400.19,2,16,2,12.5,0,10,11.59,,,,,,,,,,,,,,,,,,,,,,,,Sankt Wendel,z9tUN
11,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,13836,377.61,0.84,-73.14,77,1069,37,7.2,12.1,00,6.69,3.44,6.3,0.946,78.1,78.9,62.9,7.5,21,2119,0.985,303,7,449,0.362,64,106,8124,0.868,1161,2,621,0.706,89,Berlin,
11000,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,13836,377.61,0.84,-73.14,77,1069,37,7.2,12.1,11,3.44,,,,,,,,,,,,,,,,,,,,,,,,Berlin,N44Wj
12,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,11225,443.49,0.82,-97.67,41,641,14,6.4,17.9,00,6.69,8.38,11.1,1.073,68.1,68,55.2,5.1,7,1014,1.12,145,4,145,1.208,21,13,3592,0.976,513,4,198,1.186,28,Brandenburg,
12051,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,310,430.32,0.75,-147.14,6,67,1,9,14.9,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Brandenburg an der Havel,WsA2J
12052,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,483,489.4,0.91,-48.64,2,84,2,2.4,16.7,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Cottbus,5OQXB
12053,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,322,564.76,0.69,-252.57,1,12,0,8.3,33.3,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Frankfurt (Oder),wo1lh
12054,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,889,488.16,0.82,-105.43,0,60,0,0,25,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Potsdam,1USzs
12060,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,812,433.43,0.81,-104.62,2,56,1,3.6,0,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Barnim,abMiE
12061,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,974,561.98,0.92,-50.2,3,30,1,10,13.3,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Dahme-Spreewald,fYEId
12062,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,544,538.16,1,0,0,18,0,0,27.8,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Elbe-Elster,qjNmw
12063,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,557,338.21,0.68,-159.69,1,21,0,4.8,38.1,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Havelland,7xNz0
12064,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,729,369.68,0.73,-135.91,3,23,2,13,30.4,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Märkisch-Oderland,aKr5z
12065,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,909,424.3,0.83,-85.42,4,29,1,13.8,10.3,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Oberhavel,OCAor
12066,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,389,358.87,0.76,-111.63,0,17,0,0,11.8,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Oberspreewald-Lausitz,pBVuA
12067,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,947,528.24,0.96,-23.43,4,37,2,10.8,29.7,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Oder-Spree,RDToX
12068,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,392,396.73,0.91,-39.47,2,42,1,4.8,14.3,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Ostprignitz-Ruppin,OE8hR
12069,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,901,413.39,0.69,-187.2,7,66,3,10.6,7.6,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Potsdam-Mittelmark,ow4d6
12070,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,380,499.37,0.79,-130.1,1,14,0,7.1,21.4,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Prignitz,yTTDc
12071,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,481,425.62,0.92,-38.93,0,20,0,0,30,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Spree-Neiße,lHkCt
12072,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,778,453.5,0.78,-131.15,0,10,0,0,20,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Teltow-Fläming,6Qc6Q
12073,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,428,361.95,0.98,-5.92,5,35,0,14.3,34.3,12,8.38,,,,,,,,,,,,,,,,,,,,,,,,Uckermark,4Egp2
13,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,7762,481.88,0.81,-113.92,25,656,11,3.8,21.6,00,6.69,11.11,16.4,1.132,74.6,75.6,59.5,7.4,6,370,0.638,53,4,61,0.54,9,21,1795,0.708,256,1,93,0.544,13,Mecklenburg-Vorpommern,
13003,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1075,514.2,0.81,-121.5,2,109,2,1.8,32.1,13,11.11,,,,,,,,,,,,,,,,,,,,,,,,Rostock,pJ8E0
13004,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,481,503.09,0.81,-115.05,4,72,2,5.6,18.1,13,11.11,,,,,,,,,,,,,,,,,,,,,,,,Schwerin,xM1oS
13071,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1044,404.56,0.81,-93,6,79,2,7.6,17.7,13,11.11,,,,,,,,,,,,,,,,,,,,,,,,Mecklenburgische Seenplatte,N4uDr
13072,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1010,465.28,0.82,-102.27,2,71,1,2.8,33.8,13,11.11,,,,,,,,,,,,,,,,,,,,,,,,Landkreis Rostock,MxhNX
13073,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1090,483.62,0.95,-27.07,3,56,1,5.4,21.4,13,11.11,,,,,,,,,,,,,,,,,,,,,,,,Vorpommern-Rügen,Vophw
13074,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,863,546.29,0.78,-156.35,0,17,0,0,47.1,13,11.11,,,,,,,,,,,,,,,,,,,,,,,,Nordwestmecklenburg,j3R69
13075,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1125,477.15,0.67,-231.58,5,141,3,3.5,17,13,11.11,,,,,,,,,,,,,,,,,,,,,,,,Vorpommern-Greifswald,yfhb1
13076,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1074,506.98,0.87,-73.17,3,111,0,2.7,10.8,13,11.11,,,,,,,,,,,,,,,,,,,,,,,,Ludwigslust-Parchim,0yweL
14,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,18008,443.88,0.72,-170.28,104,1413,26,7.4,20.4,00,6.69,4.41,7.8,1.177,64.7,66,49.7,3,17,1030,0.955,147,1,118,0.776,17,55,3308,0.929,473,4,252,0.913,36,Sachsen,
14511,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1297,530.69,0.85,-92.06,14,162,7,8.6,9.9,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Chemnitz,VJKBu
14521,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1567,472.11,0.88,-63.87,2,92,1,2.2,43.5,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Erzgebirgskreis,uMCgT
14522,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1199,397.71,0.73,-147.94,3,45,1,6.7,42.2,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Mittelsachsen,JHvtH
14523,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,939,419.37,0.63,-247.87,5,57,2,8.8,22.8,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Vogtlandkreis,JXC7m
14524,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1063,340.67,0.63,-197.09,6,93,2,6.5,25.8,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Zwickau,X1sh9
14612,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,2432,437.23,0.62,-264.46,15,264,3,5.7,15.9,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Dresden,PyBQJ
14625,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1136,381.2,0.67,-190.26,1,59,1,1.7,20.3,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Bautzen,wp7RT
14626,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,658,262.61,0.61,-169.62,2,63,0,3.2,22.2,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Görlitz,HepF3
14627,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,997,414.78,0.72,-164.33,3,62,1,4.8,16.1,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Meißen,Xm3BS
14628,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1053,430.28,0.82,-94.39,34,87,0,39.1,11.5,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Sächsische Schweiz-Osterzgebirge,5eHZM
14713,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,3448,577.08,0.73,-212.05,11,323,6,3.4,19.5,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Leipzig (Stadt),Ja1x2
14729,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1404,543.37,0.83,-112.24,4,58,2,6.9,22.4,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Leipzig,kn1Jh
14730,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,815,412.78,0.8,-105.85,4,48,1,8.3,25,14,4.41,,,,,,,,,,,,,,,,,,,,,,,,Nordsachsen,ed3mr
15,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,9415,431.75,0.81,-100.75,38,787,13,4.8,18.2,00,6.69,10,14.4,1.154,73.5,74.2,57.3,5,19,985,0.889,141,8,117,0.126,17,64,3343,0.866,478,5,192,0.683,27,Sachsen-Anhalt,
15001,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,409,515.41,0.73,-191.55,1,38,0,2.6,31.6,15,10,,,,,,,,,,,,,,,,,,,,,,,,Dessau-Roßlau,gCchX
15002,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,1411,593.19,0.8,-144.62,13,266,2,4.9,15.4,15,10,,,,,,,,,,,,,,,,,,,,,,,,Halle (Saale),KsIij
15003,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,955,405.05,0.81,-93.73,6,183,3,3.3,6.6,15,10,,,,,,,,,,,,,,,,,,,,,,,,Magdeburg,vbTHO
15081,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,458,553.9,0.97,-19.35,0,14,0,0,42.9,15,10,,,,,,,,,,,,,,,,,,,,,,,,Altmarkkreis Salzwedel,BIlj0
15082,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,563,358.1,0.64,-202.27,4,31,1,12.9,38.7,15,10,,,,,,,,,,,,,,,,,,,,,,,,Anhalt-Bitterfeld,ITRIx
15083,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,679,398.08,0.69,-175.88,1,14,0,7.1,7.1,15,10,,,,,,,,,,,,,,,,,,,,,,,,Börde,vwetI
15084,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,730,411.06,0.75,-136.27,0,30,0,0,16.7,15,10,,,,,,,,,,,,,,,,,,,,,,,,Burgenlandkreis,7FU8g
15085,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,777,368.29,0.94,-23.23,2,59,1,3.4,30.5,15,10,,,,,,,,,,,,,,,,,,,,,,,,Harz,OgRkB
15086,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,452,505.58,0.97,-15.66,1,23,1,4.3,13,15,10,,,,,,,,,,,,,,,,,,,,,,,,Jerichower Land,YV8wG
15087,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,649,485.45,0.89,-60.59,1,22,0,4.5,18.2,15,10,,,,,,,,,,,,,,,,,,,,,,,,Mansfeld-Südharz,gEHY3
15088,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,763,415.95,0.71,-169.54,1,22,0,4.5,18.2,15,10,,,,,,,,,,,,,,,,,,,,,,,,Saalekreis,Nu9XP
15089,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,756,403.29,1.09,33.61,5,33,3,15.2,18.2,15,10,,,,,,,,,,,,,,,,,,,,,,,,Salzlandkreis,Uoy0S
15090,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,497,449.83,0.98,-9.05,0,24,0,0,33.3,15,10,,,,,,,,,,,,,,,,,,,,,,,,Stendal,EP707
15091,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,316,254.46,0.61,-162.66,4,28,2,14.3,39.3,15,10,,,,,,,,,,,,,,,,,,,,,,,,Wittenberg,5lhoY
16,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,7292,343.92,0.79,-91.26,34,663,15,5.1,19.9,00,6.69,10.71,15.3,0.976,69.8,71.1,53.3,3.7,5,671,0.513,96,28,166,0.274,24,23,2516,0.934,359,1,198,,28,Thüringen,
16051,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,728,340.68,0.99,-2.81,1,66,1,1.5,12.1,16,10.71,,,,,,,,,,,,,,,,,,,,,,,,Erfurt,8SkHl
16052,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,359,389.68,0.91,-39.08,4,40,2,10,0,16,10.71,,,,,,,,,,,,,,,,,,,,,,,,Gera,8ZtJ6
16053,rki_github,2022/08/01 01:21:46,2022/08/01 19:11:13,469,423.55,0.71,-169.78,3,94,0,3.2,8.5,16,10.71,,,,,,,,,,,,,,,,,,,,,,,,Jena,EcPrr
